meanRT_comp,meanRT_incomp,acc_comp,acc_incomp,Age_group,Age_real,v,a,ter,max_ampl,tau,ster
760.74468085,843.73913043,1.00000000,0.97872340,9.00000000,9.89315068,0.28863261,0.08312348,0.50337321,0.02749556,0.98911316,0.93413549
766.08510638,822.90697674,1.00000000,0.91489362,9.00000000,9.26301370,0.21464173,0.06898732,0.49154567,0.01694714,0.40544806,0.03614810
631.87500000,733.06666667,1.00000000,0.95744681,9.00000000,9.85753425,0.30831603,0.07838646,0.45325395,0.04920907,0.03324864,0.33142637
540.52272727,599.09302326,0.93617021,0.91489362,9.00000000,9.41643836,0.28519886,0.04470205,0.43382944,0.01563865,0.38018646,0.54789354
718.24444444,723.84090909,0.93750000,0.93617021,9.00000000,9.50136986,0.30867510,0.04261040,0.60253847,0.01239937,0.02511792,0.39965029
1102.47826087,1388.47826087,1.00000000,0.97872340,9.00000000,9.97534247,0.17484844,0.13267422,0.47788792,0.03158644,0.99721139,0.71470973
673.69565217,804.33333333,0.97872340,0.95744681,9.00000000,9.85205479,0.27561797,0.06398915,0.50019388,0.01906813,0.20385917,0.27887552
935.33333333,1068.93478261,1.00000000,0.97872340,9.00000000,10.14520548,0.26335673,0.09770369,0.63268574,0.02231788,0.28938864,0.34858806
625.17021277,623.32558140,0.97916667,0.89583333,9.00000000,10.03561644,0.37509050,0.05850548,0.49402094,0.05763471,0.00780095,0.62227719
1098.88888889,1118.19148936,0.95744681,0.97916667,9.00000000,10.04931507,0.17107422,0.09731505,0.57101654,0.02591791,0.05281884,0.06798409
