meanRT_comp,meanRT_incomp,acc_comp,acc_incomp,Age_group,Age_real,v,a,ter,max_ampl,tau,ster
0.40874023,0.47283412,1.00000000,0.93959732,13.00000000,13.91666667,0.41318248,0.05045227,0.32151476,0.02147896,0.08583994,0.00890137
0.51368498,0.55726942,0.99333333,0.93918919,13.00000000,13.91666667,0.30544401,0.06404017,0.34492344,0.03512508,0.02650023,0.00932695
0.46578327,0.51959848,0.98639456,0.93877551,13.00000000,13.83333333,0.28042976,0.06406393,0.28987063,0.02443293,0.03680492,0.00852993
0.44016396,0.47913550,0.98000000,0.94630872,13.00000000,14.00000000,0.32147212,0.05175886,0.30950841,0.00909828,0.10081826,0.00531766
0.44409999,0.50734191,1.00000000,0.94520548,13.00000000,13.91666667,0.46145129,0.06164354,0.36003974,0.03966353,0.03337253,0.01185950
0.57111245,0.54337958,0.97241379,0.97972973,13.00000000,13.08333333,0.32246673,0.06177842,0.37117349,0.03216225,0.01869888,0.00823518
0.46457587,0.48638353,0.96644295,0.94630872,13.00000000,13.25000000,0.37573565,0.04298518,0.37139536,0.01237550,0.03063750,0.00558421
0.50095690,0.53566137,1.00000000,0.98639456,13.00000000,13.66666667,0.46330982,0.06269045,0.38341754,0.02288293,0.03149991,0.01246558
0.42152384,0.45544007,0.97986577,0.95333333,13.00000000,13.58333333,0.47207083,0.03903941,0.36078063,0.01377122,0.03021312,0.00394037
0.48618370,0.51311288,0.98611111,0.97972973,13.00000000,13.75000000,0.38717785,0.05348405,0.36266369,0.01727026,0.02778785,0.01022670
0.34520801,0.37972260,0.95333333,0.86486486,14.00000000,14.16666667,0.36737180,0.03146694,0.28866309,0.01173587,0.03387915,0.00440954
0.50167888,0.52831007,0.97333333,0.95333333,14.00000000,14.25000000,0.34862795,0.04856854,0.38462067,0.01388814,0.03992450,0.01021553
0.40559662,0.43387921,0.96527778,0.90277778,14.00000000,14.16666667,0.39560471,0.04010399,0.33244162,0.02416504,0.01552781,0.00591416
0.44337944,0.46810682,0.98648649,0.96666667,14.00000000,14.91666667,0.46002408,0.05312421,0.35102886,0.03177882,0.01964553,0.00860563
0.55138482,0.59512416,0.97297297,0.95890411,14.00000000,14.83333333,0.31022382,0.05366704,0.40584115,0.01445928,0.72757571,0.01189257
0.39680092,0.44651101,0.97972973,0.89795918,14.00000000,14.16666667,0.32254483,0.04496434,0.29620588,0.01572906,0.06698628,0.00376860
0.47392915,0.49644733,0.98639456,0.97315436,14.00000000,14.25000000,0.34875029,0.06203262,0.31835723,0.03282573,0.02141784,0.00697985
0.44780669,0.50446429,0.98666667,0.93333333,14.00000000,14.58333333,0.33967067,0.05845775,0.32487150,0.03163723,0.03111142,0.01179594
0.60029297,0.64969165,1.00000000,0.97333333,14.00000000,14.66666667,0.25853173,0.08237658,0.31397452,0.01083339,0.55823703,0.01395123
0.53990798,0.58362232,1.00000000,0.99324324,14.00000000,14.75000000,0.38674203,0.07916305,0.36023066,0.00904887,0.10463428,0.01168183
0.53853162,0.63830020,0.99333333,0.93706294,14.00000000,14.75000000,0.30693276,0.06163473,0.39575793,0.02181641,0.10950390,0.01504167
0.40108485,0.43704876,1.00000000,0.97972973,14.00000000,14.25000000,0.49071331,0.04984335,0.31694924,0.01229102,0.12912779,0.00614706
0.46883554,0.48984094,0.96478873,0.97202797,14.00000000,15.00000000,0.48696552,0.03842549,0.40455598,0.01732252,0.01407984,0.00467192
0.37086940,0.40197483,0.98666667,0.90604027,27.00000000,26.66666667,0.37486673,0.04175620,0.28495084,0.01458193,0.04212647,0.00468646
0.39511719,0.40803807,0.97972973,0.94666667,27.00000000,30.08333333,0.29463871,0.05503727,0.22528126,0.00782738,0.10097779,0.00424613
0.44577403,0.46923477,0.97986577,0.95205479,27.00000000,26.91666667,0.30595732,0.05822015,0.28141624,0.02409408,0.02702398,0.00750347
0.31274906,0.35434977,1.00000000,0.96000000,27.00000000,35.91666667,0.56239844,0.04254021,0.26279191,0.01857591,0.03714906,0.00506811
