meanRT_comp,meanRT_incomp,acc_comp,acc_incomp,Age_group,Age_real,v,a,ter,max_ampl,tau,ster
625.12737772,661.42987872,0.95833333,0.97945205,9.00000000,9.58333333,0.26967913,0.06842076,0.41782089,0.03317257,0.02896133,0.22532556
626.40380859,662.08205857,0.97959184,0.97278912,9.00000000,10.08333333,0.26224997,0.07017275,0.38712545,0.01696896,0.05185524,0.18981499
538.08947577,591.25301702,0.95172414,0.82550336,9.00000000,9.75000000,0.20371466,0.05166062,0.34837534,0.01464371,0.20474964,0.29916124
512.35752890,538.48137654,0.97986577,0.94666667,10.00000000,11.00000000,0.39855059,0.04919200,0.41426770,0.03042479,0.01571242,0.16903448
585.64057221,635.14097045,1.00000000,0.98657718,10.00000000,10.50000000,0.38439272,0.07080955,0.42561451,0.02043095,0.07025918,0.22370081
656.97063578,708.32416373,0.97972973,0.94666667,10.00000000,10.33333333,0.23256359,0.07135316,0.39233455,0.01255797,0.11747398,0.28178344
774.74070582,789.07239759,0.99315068,1.00000000,10.00000000,10.41666667,0.30538104,0.09379512,0.47475897,0.00160689,0.96177461,0.05185766
665.98811620,677.62510927,0.95945946,0.96621622,10.00000000,11.00000000,0.22276516,0.07886289,0.33696684,0.00850519,0.10328011,0.15617180
498.65808020,533.03358290,0.96621622,0.97297297,10.00000000,11.08333333,0.33373795,0.05048550,0.36848085,0.00576784,0.23126488,0.21610810
542.49719071,601.60987057,0.99319728,0.89333333,10.00000000,11.16666667,0.42515678,0.07180106,0.42870206,0.05934036,0.02000526,0.19293822
516.11987965,556.74265392,0.99328859,0.91156463,10.00000000,10.41666667,0.38412095,0.04165031,0.43950239,0.01600259,0.05559227,0.23336305
644.31271853,630.66133086,0.95333333,0.95973154,10.00000000,11.16666667,0.23026919,0.06587260,0.36408205,0.00582372,0.07499448,0.32617207
551.43479567,644.41124868,0.99236641,0.90769231,10.00000000,11.08333333,0.30323836,0.05595856,0.43183770,0.02120012,0.09703368,0.27516287
692.50989940,729.15974069,0.99319728,0.94630872,10.00000000,11.00000000,0.29078713,0.06814525,0.49398272,0.03872565,0.02731858,0.21599876
624.51171875,687.09089949,0.98639456,0.98666667,11.00000000,12.00000000,0.30718370,0.07306805,0.42292850,0.02466704,0.03657555,0.16185762
615.30080782,658.14333546,1.00000000,0.98657718,11.00000000,11.58333333,0.31987661,0.07984875,0.38485589,0.01376296,0.07904193,0.23417909
533.66088867,544.72992996,0.96000000,0.97315436,11.00000000,11.33333333,0.28135296,0.05771824,0.34598953,0.01166861,0.02561949,0.26303771
510.53389969,549.43414783,0.97945205,0.94630872,11.00000000,11.91666667,0.32573701,0.05669721,0.37463531,0.02469484,0.03706283,0.13353553
505.53059896,545.90508078,1.00000000,0.99324324,11.00000000,11.08333333,0.54096647,0.05931883,0.41102741,0.01259058,0.14582197,0.21289110
524.43089978,558.78287302,0.97972973,0.95945946,11.00000000,11.00000000,0.33666473,0.05399153,0.38632771,0.01473919,0.04487599,0.24441457
713.60121316,647.89663462,0.86619718,0.92198582,11.00000000,11.66666667,0.18307276,0.06962923,0.36938583,0.06705828,0.00767291,0.27619668
509.21672953,547.72180944,0.97972973,0.95973154,11.00000000,11.91666667,0.29773076,0.05863049,0.34111152,0.00918125,0.11269747,0.15543927
594.08778360,601.55590160,0.97986577,0.98666667,11.00000000,11.25000000,0.34113128,0.06209785,0.42082090,0.03195711,0.01750520,0.19760230
420.57955995,470.89301215,0.98000000,0.97297297,11.00000000,11.75000000,0.43967389,0.05042488,0.33805265,0.02068788,0.03884662,0.10087527
560.44585129,583.31342738,1.00000000,0.93918919,11.00000000,11.25000000,0.37413740,0.05410759,0.43638754,0.03174210,0.01902101,0.15448106
607.04868862,652.34375000,0.97222222,0.95804196,11.00000000,11.25000000,0.29304256,0.06121512,0.43947827,0.02094637,0.04678248,0.18577341
587.64309353,608.97225707,0.99310345,0.95138889,12.00000000,12.75000000,0.33852008,0.05511066,0.44320439,0.01726501,0.04601989,0.18914670
430.97509097,460.63539793,0.99319728,0.95205479,12.00000000,12.58333333,0.33516923,0.05488208,0.28885967,0.01076795,0.23147667,0.04464994
521.61250554,532.48585668,0.95270270,0.97315436,12.00000000,12.66666667,0.36894574,0.04333953,0.41846274,0.01292299,0.01943155,0.24303832
